,tof1,tof2,tof3,tof4
0,3393,0,0,0
1,3387,0,0,0
2,3387,0,0,0
3,3353,0,0,0
4,3353,0,0,0
5,3353,0,0,0
6,3353,0,0,0
7,3353,0,0,0
8,3360,0,0,0
9,3360,0,0,0
10,3360,0,0,0
11,3311,0,0,0
12,3311,0,0,0
13,3306,0,0,0
14,3306,0,0,0
15,3306,0,0,0
16,3295,0,0,0
17,3295,0,0,0
18,3298,0,0,0
19,3298,0,0,0
20,3298,0,0,0
21,3275,0,0,0
22,3275,0,0,0
23,3280,0,0,0
24,3280,0,0,0
25,3250,0,0,0
26,3250,0,0,0
27,3250,0,0,0
28,3248,0,0,0
29,3248,0,0,0
30,3230,0,0,0
31,3230,0,0,0
32,3230,0,0,0
33,3260,0,0,0
34,3260,0,0,0
35,3223,0,0,0
36,3223,0,0,0
37,3223,0,0,0
38,3224,0,0,0
39,3224,0,0,0
40,3216,0,0,0
41,3216,0,0,0
42,3216,0,0,0
43,3216,0,0,0
44,3211,0,0,0
45,3211,0,0,0
46,3224,0,0,0
47,3224,0,0,0
48,3224,0,0,0
49,3201,0,0,0
50,3201,0,0,0
51,3206,0,0,0
52,3206,0,0,0
53,3206,0,0,0
54,3215,0,0,0
55,3215,0,0,0
56,3218,0,0,0
57,3218,0,0,0
58,3218,0,0,0
59,3210,0,0,0
60,3210,0,0,0
61,3211,0,0,0
62,3211,0,0,0
63,3198,0,0,0
64,3198,0,0,0
65,3198,0,0,0
66,3196,0,0,0
67,3196,0,0,0
68,3193,0,0,0
69,3193,0,0,0
70,3193,0,0,0
71,3230,0,0,0
72,3230,0,0,0
73,3205,0,0,0
74,3205,0,0,0
75,3205,0,0,0
76,3209,0,0,0
77,3209,0,0,0
78,3198,0,0,0
79,3198,0,0,0
80,3198,0,0,0
81,3214,0,0,0
82,3214,0,0,0
83,3210,0,0,0
84,3210,0,0,0
85,3210,0,0,0
86,3204,0,0,0
87,3204,0,0,0
88,3198,0,0,0
89,3198,0,0,0
90,3198,0,0,0
91,3214,0,0,0
92,3214,0,0,0
93,3214,0,0,0
94,3214,0,0,0
95,3216,0,0,0
96,3216,0,0,0
97,3216,0,0,0
98,3216,0,0,0
99,3216,0,0,0
100,3220,0,0,0
101,3220,0,0,0
102,3220,0,0,0
103,3210,0,0,0
104,3210,0,0,0
105,3220,0,0,0
106,3220,0,0,0
107,3220,0,0,0
108,3206,0,0,0
109,3206,0,0,0
110,3220,0,0,0
111,3220,0,0,0
112,3220,0,0,0
113,3210,0,0,0
114,3210,0,0,0
115,3201,0,0,0
116,3201,0,0,0
117,3201,0,0,0
118,3200,0,0,0
119,3200,0,0,0
120,3207,0,0,0
121,3207,0,0,0
122,3207,0,0,0
123,3187,0,0,0
124,3187,0,0,0
125,3139,0,0,0
126,3139,0,0,0
127,3139,0,0,0
128,3083,0,0,0
129,3083,0,0,0
130,3042,0,0,0
131,3042,0,0,0
132,3042,0,0,0
133,2998,0,0,0
134,2998,0,0,0
135,2921,0,0,0
136,2921,0,0,0
137,2921,0,0,0
138,2801,0,0,0
139,2801,0,0,0
140,2704,0,0,0
141,2704,0,0,0
142,2704,0,0,0
143,2559,0,0,0
144,2559,0,0,0
145,2431,0,0,0
146,2431,0,0,0
147,2431,0,0,0
148,2270,0,0,0
149,2270,0,0,0
150,2097,0,0,0
151,2097,0,0,0
152,2097,0,0,0
153,1882,0,0,0
154,1882,0,0,0
155,1654,0,0,0
156,1654,0,0,0
157,1654,0,0,0
158,1422,0,0,0
159,1422,0,0,0
160,1187,0,0,0
161,1187,0,0,0
162,1187,0,0,0
163,1011,0,0,0
164,1011,0,0,0
165,857,0,0,0
166,857,0,0,0
167,740,0,0,0
168,740,0,0,0
169,740,0,0,0
170,642,0,0,0
171,642,0,0,0
172,561,0,0,0
173,561,0,0,0
174,561,0,0,0
175,486,0,0,0
176,486,0,0,0
177,486,0,0,0
178,429,0,0,0
179,429,0,0,0
180,406,0,0,0
181,406,0,0,0
182,406,0,0,0
183,406,0,0,0
184,406,0,0,0
185,325,0,0,0
186,325,0,0,0
187,291,0,0,0
188,291,0,0,0
189,291,0,0,0
190,266,0,0,0
191,266,0,0,0
192,248,0,0,0
193,248,0,0,0
194,248,0,0,0
195,262,0,0,0
196,262,0,0,0
197,244,0,0,0
198,244,0,0,0
199,244,0,0,0
200,227,0,0,0
201,227,0,0,0
202,215,0,0,0
203,215,0,0,0
204,215,0,0,0
205,206,0,0,0
206,206,0,0,0
207,197,0,0,0
208,197,0,0,0
209,197,0,0,0
210,191,0,0,0
211,191,0,0,0
212,185,0,0,0
213,185,0,0,0
214,185,0,0,0
215,178,0,0,0
216,178,0,0,0
217,171,0,0,0
218,171,0,0,0
219,171,0,0,0
220,165,0,0,0
221,165,0,0,0
222,160,0,0,0
223,160,0,0,0
224,154,0,0,0
225,154,0,0,0
226,154,0,0,0
227,150,0,0,0
228,150,0,0,0
229,146,0,0,0
230,146,0,0,0
231,146,0,0,0
232,143,0,0,0
233,143,0,0,0
234,139,0,0,0
235,139,0,0,0
236,139,0,0,0
237,136,0,0,0
238,136,0,0,0
239,133,0,0,0
240,133,0,0,0
241,133,0,0,0
242,131,0,0,0
243,131,0,0,0
244,129,0,0,0
245,129,0,0,0
246,128,0,0,0
247,128,0,0,0
248,128,0,0,0
249,127,0,0,0
250,127,0,0,0
251,128,0,0,0
252,128,0,0,0
253,128,0,0,0
254,129,0,0,0
255,129,0,0,0
256,130,0,0,0
257,130,0,0,0
258,130,0,0,0
259,130,0,0,0
260,130,0,0,0
261,130,0,0,0
262,130,0,0,0
263,130,0,0,0
264,130,0,0,0
265,130,0,0,0
266,131,0,0,0
267,131,0,0,0
268,134,0,0,0
269,134,0,0,0
270,134,0,0,0
271,138,0,0,0
272,138,0,0,0
273,142,0,0,0
274,142,0,0,0
275,142,0,0,0
276,144,0,0,0
277,144,0,0,0
278,146,0,0,0
279,146,0,0,0
280,145,0,0,0
281,145,0,0,0
282,145,0,0,0
283,147,0,0,0
284,147,0,0,0
285,149,0,0,0
286,149,0,0,0
287,149,0,0,0
288,148,0,0,0
289,148,0,0,0
290,148,0,0,0
291,148,0,0,0
292,148,0,0,0
293,149,0,0,0
294,149,0,0,0
295,149,0,0,0
296,149,0,0,0
297,149,0,0,0
298,148,0,0,0
299,148,0,0,0
300,164,0,0,0
301,164,0,0,0
302,164,0,0,0
303,2452,0,0,0
304,2452,0,0,0
305,2464,0,0,0
306,2464,0,0,0
307,2464,0,0,0
308,2480,0,0,0
309,2480,0,0,0
310,2475,0,0,0
311,2475,0,0,0
312,2475,0,0,0
313,2489,0,0,0
314,2489,0,0,0
315,2481,0,0,0
316,2481,0,0,0
317,2481,0,0,0
318,2478,0,0,0
319,2478,0,0,0
320,2477,0,0,0
321,2477,0,0,0
322,2477,0,0,0
323,2492,0,0,0
324,2492,0,0,0
325,2491,0,0,0
326,2491,0,0,0
327,2491,0,0,0
328,2498,0,0,0
329,2498,0,0,0
330,2485,0,0,0
331,2485,0,0,0
332,2485,0,0,0
333,2502,0,0,0
334,2502,0,0,0
335,2486,0,0,0
336,2486,0,0,0
337,2491,0,0,0
338,2491,0,0,0
339,2491,0,0,0
340,2488,0,0,0
341,2488,0,0,0
342,2493,0,0,0
343,2493,0,0,0
344,2494,0,0,0
345,2494,0,0,0
346,2494,0,0,0
347,2498,0,0,0
348,2498,0,0,0
349,2492,0,0,0
350,2492,0,0,0
351,2492,0,0,0
352,2496,0,0,0
353,2496,0,0,0
354,2485,0,0,0
355,2485,0,0,0
356,2485,0,0,0
357,2500,0,0,0
358,2500,0,0,0
359,2493,0,0,0
360,2493,0,0,0
361,2492,0,0,0
362,2492,0,0,0
363,2492,0,0,0
364,2495,0,0,0
365,2495,0,0,0
366,2497,0,0,0
367,2497,0,0,0
368,2497,0,0,0
369,2495,0,0,0
370,2495,0,0,0
371,2492,0,0,0
372,2492,0,0,0
373,2492,0,0,0
374,2473,0,0,0
375,2473,0,0,0
376,2487,0,0,0
377,2487,0,0,0
378,2487,0,0,0
379,2480,0,0,0
380,2480,0,0,0
381,2496,0,0,0
382,2496,0,0,0
383,2496,0,0,0
384,2485,0,0,0
385,2485,0,0,0
386,2481,0,0,0
387,2481,0,0,0
388,2481,0,0,0
389,2476,0,0,0
390,2476,0,0,0
391,2474,0,0,0
392,2474,0,0,0
393,2477,0,0,0
394,2477,0,0,0
395,2477,0,0,0
396,2483,0,0,0
397,2483,0,0,0
398,2483,0,0,0
399,2483,0,0,0
400,2489,0,0,0
401,2489,0,0,0
402,2484,0,0,0
403,2484,0,0,0
404,2484,0,0,0
405,2488,0,0,0
406,2488,0,0,0
407,2477,0,0,0
408,2477,0,0,0
409,2477,0,0,0
410,2487,0,0,0
411,2487,0,0,0
412,2503,0,0,0
413,2503,0,0,0
414,2503,0,0,0
415,2524,0,0,0
416,2524,0,0,0
417,2545,0,0,0
418,2545,0,0,0
419,2545,0,0,0
420,2568,0,0,0
421,2568,0,0,0
422,2568,0,0,0
423,2591,0,0,0
424,2591,0,0,0
425,2627,0,0,0
426,2627,0,0,0
427,2627,0,0,0
428,2667,0,0,0
429,2667,0,0,0
430,2702,0,0,0
431,2702,0,0,0
432,2702,0,0,0
433,2757,0,0,0
434,2757,0,0,0
435,2757,0,0,0
436,2757,0,0,0
437,2757,0,0,0
438,2858,0,0,0
439,2858,0,0,0
440,2913,0,0,0
441,2913,0,0,0
442,2975,0,0,0
443,2975,0,0,0
444,2975,0,0,0
445,3047,0,0,0
446,3047,0,0,0
447,3047,0,0,0
448,3105,0,0,0
449,3105,0,0,0
450,3192,0,0,0
451,3192,0,0,0
452,3192,0,0,0
453,3260,0,0,0
454,3260,0,0,0
455,3303,0,0,0
456,3303,0,0,0
457,3303,0,0,0
458,3347,0,0,0
459,3347,0,0,0
460,3419,0,0,0
461,3419,0,0,0
462,3426,0,0,0
463,3426,0,0,0
464,3426,0,0,0
465,3472,0,0,0
466,3472,0,0,0
467,3487,0,0,0
468,3487,0,0,0
469,3487,0,0,0
470,3568,0,0,0
471,3568,0,0,0
472,3559,0,0,0
473,3559,0,0,0
474,3559,0,0,0
475,3608,0,0,0
476,3608,0,0,0
477,3616,0,0,0
478,3616,0,0,0
479,3616,0,0,0
480,3616,0,0,0
481,3616,0,0,0
482,3672,0,0,0
483,3672,0,0,0
484,3661,0,0,0
485,3661,0,0,0
486,3661,0,0,0
487,3671,0,0,0
488,3671,0,0,0
489,3692,0,0,0
490,3692,0,0,0
491,3692,0,0,0
492,3708,0,0,0
493,3708,0,0,0
494,3735,0,0,0
495,3735,0,0,0
496,3735,0,0,0
497,3704,0,0,0
498,3704,0,0,0
499,3742,0,0,0
500,3742,0,0,0
501,3742,0,0,0
502,3732,0,0,0
503,3732,0,0,0
504,3743,0,0,0
505,3743,0,0,0
506,3729,0,0,0
507,3729,0,0,0
508,3758,0,0,0
509,3758,0,0,0
510,3741,0,0,0
511,3741,0,0,0
512,3741,0,0,0
513,3753,0,0,0
514,3753,0,0,0
515,3744,0,0,0
516,3744,0,0,0
517,3744,0,0,0
518,3751,0,0,0
519,3751,0,0,0
520,3744,0,0,0
521,3744,0,0,0
522,3744,0,0,0
523,3760,0,0,0
524,3760,0,0,0
525,3715,0,0,0
526,3715,0,0,0
527,3715,0,0,0
528,3759,0,0,0
529,3759,0,0,0
530,3718,0,0,0
531,3718,0,0,0
532,3718,0,0,0
533,3759,0,0,0
534,3759,0,0,0
535,3738,0,0,0
536,3738,0,0,0
537,3738,0,0,0
538,3755,0,0,0
539,3755,0,0,0
540,3721,0,0,0
541,3721,0,0,0
542,3747,0,0,0
543,3747,0,0,0
544,3747,0,0,0
545,3760,0,0,0
546,3760,0,0,0
547,3741,0,0,0
548,3741,0,0,0
549,3741,0,0,0
550,3697,0,0,0
551,3697,0,0,0
552,3735,0,0,0
553,3735,0,0,0
554,3735,0,0,0
555,3726,0,0,0
556,3726,0,0,0
557,3730,0,0,0
558,3730,0,0,0
559,3730,0,0,0
560,3713,0,0,0
561,3713,0,0,0
562,3725,0,0,0
563,3725,0,0,0
564,3744,0,0,0
565,3744,0,0,0
566,3744,0,0,0
567,3731,0,0,0
568,3731,0,0,0
569,3720,0,0,0
570,3720,0,0,0
571,3720,0,0,0
572,3739,0,0,0
573,3739,0,0,0
574,3726,0,0,0
575,3726,0,0,0
576,3726,0,0,0
577,3761,0,0,0
578,3761,0,0,0
579,3739,0,0,0
580,3739,0,0,0
581,3739,0,0,0
582,3760,0,0,0
583,3760,0,0,0
584,3727,0,0,0
585,3727,0,0,0
586,3761,0,0,0
587,3761,0,0,0
588,3761,0,0,0
589,3705,0,0,0
590,3705,0,0,0
591,3663,0,0,0
592,3663,0,0,0
593,3663,0,0,0
594,3607,0,0,0
595,3607,0,0,0
596,3547,0,0,0
597,3547,0,0,0
598,3547,0,0,0
599,3430,0,0,0
600,3430,0,0,0
601,3369,0,0,0
602,3369,0,0,0
603,3369,0,0,0
604,3338,0,0,0
605,3338,0,0,0
606,3329,0,0,0
607,3329,0,0,0
608,3306,0,0,0
609,3306,0,0,0
610,3306,0,0,0
611,3322,0,0,0
612,3322,0,0,0
613,3318,0,0,0
614,3318,0,0,0
615,3318,0,0,0
616,3347,0,0,0
617,3347,0,0,0
618,3319,0,0,0
619,3319,0,0,0
620,3319,0,0,0
621,3352,0,0,0
622,3352,0,0,0
623,3332,0,0,0
624,3332,0,0,0
625,3332,0,0,0
626,3370,0,0,0
627,3370,0,0,0
628,3381,0,0,0
629,3381,0,0,0
630,3383,0,0,0
631,3383,0,0,0
632,3383,0,0,0
633,3391,0,0,0
634,3391,0,0,0
635,3403,0,0,0
636,3403,0,0,0
637,3403,0,0,0
638,3410,0,0,0
639,3410,0,0,0
640,3414,0,0,0
641,3414,0,0,0
642,3414,0,0,0
643,3407,0,0,0
644,3407,0,0,0
645,3438,0,0,0
646,3438,0,0,0
647,3438,0,0,0
648,3443,0,0,0
649,3443,0,0,0
650,3460,0,0,0
651,3460,0,0,0
652,3460,0,0,0
653,3445,0,0,0
654,3454,0,0,0
655,3454,0,0,0
656,3452,0,0,0
657,3452,0,0,0
658,3452,0,0,0
659,3461,0,0,0
660,3461,0,0,0
661,3453,0,0,0
662,3453,0,0,0
663,3453,0,0,0
664,3453,0,0,0
665,3453,0,0,0
666,3445,0,0,0
667,3445,0,0,0
668,3478,0,0,0
669,3478,0,0,0
670,3478,0,0,0
671,3474,0,0,0
672,3474,0,0,0
673,3504,0,0,0
674,3504,0,0,0
675,3504,0,0,0
676,3487,0,0,0
677,3487,0,0,0
678,3487,0,0,0
679,3487,0,0,0
680,3480,0,0,0
681,3480,0,0,0
682,3480,0,0,0
683,3495,0,0,0
684,3495,0,0,0
685,3503,0,0,0
686,3503,0,0,0
687,3503,0,0,0
688,3490,0,0,0
689,3490,0,0,0
690,3504,0,0,0
691,3504,0,0,0
692,3504,0,0,0
693,3522,0,0,0
694,3522,0,0,0
695,3504,0,0,0
696,3504,0,0,0
697,3469,0,0,0
698,3469,0,0,0
699,3469,0,0,0
700,3431,0,0,0
701,3431,0,0,0
702,3404,0,0,0
703,3404,0,0,0
704,3392,0,0,0
705,3392,0,0,0
706,3343,0,0,0
707,3343,0,0,0
708,3343,0,0,0
709,3257,0,0,0
710,3257,0,0,0
711,3210,0,0,0
712,3210,0,0,0
713,3210,0,0,0
714,3121,0,0,0
715,3121,0,0,0
716,3014,0,0,0
717,3014,0,0,0
718,3014,0,0,0
719,2887,0,0,0
720,2887,0,0,0
721,2759,0,0,0
722,2759,0,0,0
723,2759,0,0,0
724,2621,0,0,0
725,2621,0,0,0
726,2411,0,0,0
727,2411,0,0,0
728,2153,0,0,0
729,2153,0,0,0
730,2153,0,0,0
731,1864,0,0,0
732,1864,0,0,0
733,1864,0,0,0
734,1586,0,0,0
735,1586,0,0,0
736,1320,0,0,0
737,1320,0,0,0
738,1092,0,0,0
739,1092,0,0,0
740,1092,0,0,0
741,936,0,0,0
742,936,0,0,0
743,791,0,0,0
744,791,0,0,0
745,666,0,0,0
746,666,0,0,0
747,666,0,0,0
748,567,0,0,0
749,567,0,0,0
750,497,0,0,0
751,497,0,0,0
752,497,0,0,0
753,440,0,0,0
754,396,0,0,0
755,396,0,0,0
756,396,0,0,0
757,362,0,0,0
758,362,0,0,0
759,362,0,0,0
760,362,0,0,0
761,362,0,0,0
762,304,0,0,0
763,304,0,0,0
764,280,0,0,0
765,280,0,0,0
766,280,0,0,0
767,280,0,0,0
768,280,0,0,0
769,280,0,0,0
770,244,0,0,0
771,244,0,0,0
772,229,0,0,0
773,229,0,0,0
774,246,0,0,0
775,246,0,0,0
776,246,0,0,0
777,234,0,0,0
778,234,0,0,0
779,229,0,0,0
780,229,0,0,0
781,229,0,0,0
782,224,0,0,0
783,224,0,0,0
784,216,0,0,0
785,216,0,0,0
786,216,0,0,0
787,207,0,0,0
788,207,0,0,0
789,198,0,0,0
790,198,0,0,0
791,198,0,0,0
792,189,0,0,0
793,189,0,0,0
794,180,0,0,0
795,180,0,0,0
796,180,0,0,0
797,172,0,0,0
798,172,0,0,0
799,165,0,0,0
800,165,0,0,0
801,158,0,0,0
802,158,0,0,0
803,158,0,0,0
804,151,0,0,0
805,151,0,0,0
806,145,0,0,0
807,145,0,0,0
808,145,0,0,0
809,138,0,0,0
810,138,0,0,0
811,131,0,0,0
812,131,0,0,0
813,131,0,0,0
814,128,0,0,0
815,128,0,0,0
816,124,0,0,0
817,124,0,0,0
818,124,0,0,0
819,119,0,0,0
820,119,0,0,0
821,110,0,0,0
822,110,0,0,0
823,110,0,0,0
824,110,0,0,0
825,110,0,0,0
826,103,0,0,0
827,103,0,0,0
828,103,0,0,0
829,97,0,0,0
830,97,0,0,0
831,93,0,0,0
832,93,0,0,0
833,93,0,0,0
834,91,0,0,0
835,91,0,0,0
836,92,0,0,0
837,92,0,0,0
838,92,0,0,0
839,95,0,0,0
840,95,0,0,0
841,101,0,0,0
842,101,0,0,0
843,101,0,0,0
844,109,0,0,0
845,109,0,0,0
846,115,0,0,0
847,115,0,0,0
848,128,0,0,0
849,128,0,0,0
850,128,0,0,0
851,124,0,0,0
852,124,0,0,0
853,136,0,0,0
854,136,0,0,0
855,136,0,0,0
856,137,0,0,0
857,137,0,0,0
858,134,0,0,0
859,134,0,0,0
860,134,0,0,0
861,138,0,0,0
862,138,0,0,0
863,151,0,0,0
864,151,0,0,0
865,151,0,0,0
866,144,0,0,0
867,144,0,0,0
868,156,0,0,0
869,156,0,0,0
870,162,0,0,0
871,162,0,0,0
872,162,0,0,0
873,188,0,0,0
874,188,0,0,0
875,2480,0,0,0
876,2480,0,0,0
877,2480,0,0,0
878,2504,0,0,0
879,2504,0,0,0
880,2497,0,0,0
881,2497,0,0,0
882,2497,0,0,0
883,2515,0,0,0
884,2515,0,0,0
885,2506,0,0,0
886,2506,0,0,0
887,2506,0,0,0
888,2510,0,0,0
889,2510,0,0,0
890,2501,0,0,0
891,2501,0,0,0
892,2501,0,0,0
893,2507,0,0,0
894,2507,0,0,0
895,2515,0,0,0
896,2515,0,0,0
897,2518,0,0,0
898,2518,0,0,0
899,2518,0,0,0
900,2522,0,0,0
901,2522,0,0,0
902,2520,0,0,0
903,2520,0,0,0
904,2520,0,0,0
905,2520,0,0,0
906,2520,0,0,0
907,2519,0,0,0
908,2519,0,0,0
909,2519,0,0,0
910,2518,0,0,0
911,2518,0,0,0
912,2529,0,0,0
913,2529,0,0,0
914,2529,0,0,0
915,2528,0,0,0
916,2528,0,0,0
917,2517,0,0,0
918,2517,0,0,0
919,2528,0,0,0
920,2528,0,0,0
921,2528,0,0,0
922,2529,0,0,0
923,2529,0,0,0
924,2528,0,0,0
925,2528,0,0,0
926,2528,0,0,0
927,2529,0,0,0
928,2529,0,0,0
929,2529,0,0,0
930,2529,0,0,0
931,2529,0,0,0
932,2519,0,0,0
933,2519,0,0,0
934,2519,0,0,0
935,2519,0,0,0
936,2519,0,0,0
937,2515,0,0,0
938,2515,0,0,0
939,2515,0,0,0
940,2526,0,0,0
941,2526,0,0,0
942,2537,0,0,0
943,2537,0,0,0
944,2537,0,0,0
945,2520,0,0,0
946,2520,0,0,0
947,2518,0,0,0
948,2518,0,0,0
949,2518,0,0,0
950,2518,0,0,0
951,2518,0,0,0
952,2511,0,0,0
953,2511,0,0,0
